GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ADF001,ADI001,ADI002,ADJ001,ADJ002,ADK001,ADK002,ADK003,ADK004,ADK005,ADK006,ADK007,ADM001,ADM002,ADM003,ADM004,ADM005,ADM006,ADM007,ADM008,ADM009,ADM010,ADM011,ADM012,ADM013,ADM014,ADM015,ADM016,ADM017,ADM018,ADM019,ADM020,ADM021,ADM022,ADM023,ADM024,ADM025,ADM026,ADM027,ADM028,ADM029,ADM030
"G0501450","1850","Arkansas","050","White","1450","White",307,8515,25584,156005,16016,714,68,1199,407,2112,698,9967,1291,80,110935,5596,0,1920,262,727,593,1917,4388,20,0,0,14235,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2608
"G0501490","1850","Arkansas","050","Yell","1490","Yell",330,11693,17896,211722,20481,1176,113,2022,669,3366,1510,19361,5208,36,127335,13202,0,0,755,3429,1860,3828,8984,0,20,0,68575,790,23,0,0,0,0,0,0,0,0,0,0,0,0,4650
"G0600070","1850","California","060","Butte","0070","Butte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600090","1850","California","060","Calaveras","0090","Calaveras",80,0,14820,76860,14693,752,523,82,215,1684,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600115","1850","California","060","Colusa-Shasta-Trinity [multi-county reporting area]","0115","Colusa-Shasta-Trinity (multi-county reporting area)",3,128,34420,60000,100,53,12,36,30,240,96,42,1100,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600130","1850","California","060","Contra Costa","0130","Contra Costa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600170","1850","California","060","El Dorado","0170","El Dorado",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600370","1850","California","060","Los Angeles","0370","Los Angeles",134,2648,1034550,649900,35550,5487,351,338,1185,88454,6541,172,5926,0,8391,0,0,1000,0,730,944,380,0,3440,0,57355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600410","1850","California","060","Marin","0410","Marin",39,8,93389,125500,150,844,18,42,56,6981,500,262,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600430","1850","California","060","Mariposa","0430","Mariposa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600450","1850","California","060","Mendocino","0450","Mendocino",16,0,13320,5000,1250,66,0,18,28,115,0,111,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600530","1850","California","060","Monterey","0530","Monterey",115,13713,690610,900399,0,859,53,248,596,36504,1780,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600550","1850","California","060","Napa","0550","Napa",51,1140,23570,180700,3740,737,46,188,444,11376,0,212,0,0,0,0,0,0,0,0,440,651,0,890,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600670","1850","California","060","Sacramento","0670","Sacramento",19,2044,78992,226800,2250,728,83,62,97,6785,1510,580,7500,0,0,0,0,0,0,0,0,900,0,3050,0,0,0,0,1780,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600730","1850","California","060","San Diego","0730","San Diego",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600750","1850","California","060","San Francisco","0750","San Francisco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600770","1850","California","060","San Joaquin","0770","San Joaquin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600790","1850","California","060","San Luis Obispo","0790","San Luis Obispo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600830","1850","California","060","Santa Barbara","0830","Santa Barbara",76,9284,1265568,745032,10005,5009,238,1957,794,59943,4807,142,2602,0,3065,0,0,0,0,4790,858,454,0,1432,0,700,655,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600850","1850","California","060","Santa Clara","0850","Santa Clara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600870","1850","California","060","Santa Cruz","0870","Santa Cruz",130,2045,287500,402800,15000,745,49,44,400,15457,725,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600890","1850","California","060","Shasta","0890","Shasta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0600950","1850","California","060","Solano","0950","Solano",23,68,74563,130440,1825,422,76,127,139,3046,26,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600970","1850","California","060","Sonoma","0970","Sonoma",90,897,243766,223360,2400,3568,28,631,393,16753,1071,274,0,0,80,0,0,0,0,0,0,5707,0,900,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0601010","1850","California","060","Sutter","1010","Sutter",41,200,1000,100000,10000,1249,36,317,174,1374,500,90,200,0,250,0,0,0,0,0,50,200,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0601090","1850","California","060","Tuolumne","1090","Tuolumne",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0601130","1850","California","060","Yolo","1130","Yolo",55,279,5463,47250,6520,1200,153,190,229,4887,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0601150","1850","California","060","Yuba","1150","Yuba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0900010","1850","Connecticut","090","Fairfield","0010","Fairfield",3155,206525,58367,13046150,206142,3919,2,11589,6276,13380,12055,12886,21962,96724,350603,276916,0,0,0,30027,81,381158,0,420,38238,426,1086786,123302,72010,50,391,2,0,0,9816,323,0,4,0,0,0,4048
"G0900030","1850","Connecticut","090","Hartford","0030","Hartford",3850,280317,84845,13610278,394406,5275,5,12576,7174,10937,22487,12175,5260,150031,381744,210954,0,1132114,0,65503,2303,490387,26,1533,37888,281,1071486,368598,80817,90,226,125,0,0,4565,2,0,3168,0,136,0,19609
"G0900050","1850","Connecticut","090","Litchfield","0050","Litchfield",3621,346697,119288,12441790,386689,4948,25,19769,8012,19088,47900,15470,6364,91224,279136,299483,0,13800,0,143518,980,293511,0,2386,66447,132,1246588,2830463,109238,504,580,48,0,0,2713,362,10,44477,0,347,0,24613
"G0900070","1850","Connecticut","090","Middlesex","0070","Middlesex",2018,130494,32667,4594843,130115,1481,2,4512,4614,5755,10323,3869,4591,50549,95118,28510,0,22400,0,23409,162,223733,0,1348,4864,0,501123,32295,38579,11,76,10,0,0,70,0,0,0,0,0,0,1587
"G0900090","1850","Connecticut","090","New Haven","0090","New Haven",2794,206325,75378,10116890,296772,3470,6,9785,6691,8953,15327,8763,2819,112727,225881,107859,0,0,0,45986,1157,445125,0,4842,25326,2474,943915,457821,67176,22,120,153,0,0,590,9,0,220,0,3,0,6541
"G0900110","1850","Connecticut","090","New London","0110","New London",2619,221997,103168,8350759,156226,2689,2,11013,5483,8139,29402,9659,189,28904,234412,99323,0,0,0,80110,5645,354360,37,3359,11197,25,668052,469027,53181,384,681,53,0,0,52,0,0,20,0,0,0,5107
"G0900130","1850","Connecticut","090","Tolland","0130","Tolland",1943,163677,55478,3749351,145799,2319,2,5943,3986,6194,18935,4623,429,35604,127873,81429,0,99310,0,53308,2768,204353,0,1882,17247,195,381165,264698,38992,387,1441,58,0,0,12,0,97,531,0,52,0,9059
"G0900150","1850","Connecticut","090","Windham","0150","Windham",2445,212146,86510,6816362,176392,2778,5,10274,4752,7780,17752,9027,148,35130,240276,154264,0,0,0,55593,5994,297098,17,3329,28090,736,599004,817073,56138,12393,13113,105,0,0,110,7,221,2376,0,127,0,22740
"G1000010","1850","Delaware","100","Kent","0010","Kent",1655,174784,107945,3976908,123037,3914,368,5014,2941,6853,7793,16092,119774,5807,899079,105596,0,0,0,19582,1503,67900,21325,15,3599,35,180016,75,4109,0,0,143,0,0,7732,616,0,0,0,50,0,10545
"G1000030","1850","Delaware","100","New Castle","0030","New Castle",1662,168076,50872,11459452,289364,5764,272,8759,1850,9620,5908,10918,319012,607,1066377,483987,0,0,0,14372,681,121846,4108,21,4947,50,766803,3112,24417,2525,1401,205,0,0,160,14,0,0,0,0,0,2306
"G1000050","1850","Delaware","100","Sussex","0050","Sussex",2746,238002,216465,3443672,97878,4174,151,5475,5006,7693,13802,29251,43725,1652,1180086,14935,0,0,0,23814,1936,50796,40010,20,69,60,108489,0,1633,0,2,0,0,0,3282,274,0,0,0,0,0,28397
"G1100017","1850","District Of Columbia","110","Georgetown","0017","Georgetown",,117,8,44800,1915,19,0,17,0,0,0,45,545,41,745,30,0,0,0,0,10,584,15,0,0,0,358,0,61,0,0,0,0,0,0,0,0,0,0,0,0,150
"G1100075","1850","District Of Columbia","110","Rural Washington county","0075","Rural Washington county",,15438,10774,1594260,35450,629,51,731,104,122,150,1491,16430,5323,56800,5505,0,7800,0,525,7719,26948,3482,75,303,780,14264,1500,2164,3,0,15,0,0,0,0,0,0,0,0,0,400
"G1100115","1850","District Of Columbia","110","Washington City","0115","Washington City",,712,405,91400,2855,176,6,65,0,1,0,99,395,145,7685,2599,0,0,0,0,25,760,0,0,75,83,250,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1200010","1850","Florida","120","Alachua","0010","Alachua",233,9270,46234,162173,27239,630,88,5283,106,12238,502,11710,77,14,64724,451,17935,140,561,590,2668,52,28063,0,0,0,24848,1114,16,0,0,0,0,0,0,0,0,0,68,0,5558,0
"G1200065","1850","Florida","120","Benton","0065","Benton",82,2657,10996,79132,6707,170,45,2878,80,7125,38,2636,0,2,23515,40,5150,8620,8,4,1614,120,12175,0,0,0,10725,1451,35,0,0,0,0,0,0,0,0,0,86,0,3910,0
"G1200130","1850","Florida","120","Calhoun","0130","Calhoun",63,2282,10373,155110,7291,127,37,999,115,1738,329,3216,0,0,29495,300,20570,30252,137,532,251,224,10365,0,0,0,1310,0,0,0,0,0,0,0,0,0,0,0,9,0,12340,384
"G1200230","1850","Florida","120","Columbia","0230","Columbia",475,18467,28012,243097,31488,1021,107,11671,141,17278,955,24651,169,131,112090,2981,138180,383,802,1809,12806,684,51973,0,0,0,29875,1735,628,0,0,0,0,0,0,0,0,0,179,0,5162,2481
"G1200250","1850","Florida","120","Dade","0250","Dade",6,51,36,2100,200,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,10,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1200310","1850","Florida","120","Duval","0310","Duval",167,12056,73568,295415,21093,544,123,4215,452,9111,539,8154,0,0,51788,0,27040,0,216,440,1645,830,27674,0,0,0,175,0,53,0,0,0,0,0,0,0,0,0,391,0,21531,2
"G1200330","1850","Florida","120","Escambia","0330","Escambia",34,1172,6431,33350,2135,113,21,1280,56,3738,366,2043,0,50,4950,110,10150,0,0,175,190,307,4150,0,0,0,2465,55,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"G1200370","1850","Florida","120","Franklin","0370","Franklin",0,0,472000,0,0,64,2,97,10,684,0,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1200390","1850","Florida","120","Gadsden","0390","Gadsden",482,50574,107454,924180,80766,1239,555,2682,766,14123,3171,19570,106,47,292850,13775,108370,776177,5609,4320,21295,0,143000,0,0,0,60561,0,0,0,0,0,0,0,0,0,0,0,120,0,65403,0
"G1200470","1850","Florida","120","Hamilton","0470","Hamilton",205,10733,16251,122300,13952,455,64,3687,81,4994,457,8994,151,101,56705,782,14455,40,560,614,7460,225,22073,0,0,0,8082,177,0,0,0,0,0,0,0,0,0,0,47,0,2763,1475
"G1200570","1850","Florida","120","Hillsborough","0570","Hillsborough",120,3984,19215,201000,46657,212,66,4890,173,14647,114,5141,30,0,16263,50,5575,100,18,36,2235,240,26506,0,0,0,20367,1493,147,0,0,0,0,0,0,0,0,0,6,0,24250,0
"G1200590","1850","Florida","120","Holmes","0590","Holmes",103,3833,821,18535,4344,204,14,2071,127,3199,506,5356,0,0,23880,560,7070,130,114,611,431,32,7744,0,0,0,1967,40,0,0,0,0,0,0,0,0,0,0,9,0,1050,105
"G1200630","1850","Florida","120","Jackson","0630","Jackson",287,33287,55515,418417,24016,779,524,2789,504,9958,1380,17402,0,33,227582,2085,50490,14202,4744,1030,3221,0,43770,0,0,0,2038,0,0,0,0,0,0,0,0,0,0,0,23,0,36309,0
"G1200650","1850","Florida","120","Jefferson","0650","Jefferson",377,49403,104956,511193,85872,1005,942,2953,424,8512,2837,18554,9,456,275477,14141,56205,3000,9468,5408,17861,1884,74283,0,0,0,24059,476,1123,0,2,14,0,0,0,0,6,0,116,0,22682,5634
"G1200730","1850","Florida","120","Leon","0730","Leon",356,80952,97625,1751959,88578,1423,1316,4144,773,9481,6742,23341,10,94,407976,14615,83232,37780,16107,2725,28174,538,120025,0,0,10,21077,50,63,0,0,0,0,0,0,0,0,0,178,0,31792,3123
"G1200750","1850","Florida","120","Levy","0750","Levy",0,1069,4802,30000,4015,113,5,1271,38,3033,0,1842,0,0,6310,0,0,0,59,0,0,0,7425,0,0,0,5260,0,0,0,0,0,0,0,0,0,0,0,63,0,3250,0
"G1200790","1850","Florida","120","Madison","0790","Madison",262,25580,42955,498110,50485,572,634,5536,259,14086,1869,13482,469,224,119640,15791,63630,100,5024,3194,27181,382,42799,0,0,0,102970,11304,86,0,0,0,0,0,0,0,0,0,226,0,46320,0
"G1200830","1850","Florida","120","Marion","0830","Marion",329,11451,44168,346695,31885,539,156,3842,175,17234,346,12007,0,0,96192,100,21425,109000,701,0,0,0,41550,0,0,0,24120,0,0,0,0,0,0,0,0,0,0,0,508,0,31625,0
"G1200870","1850","Florida","120","Monroe","0870","Monroe",6,39,155,4400,53,1,1,6,0,9,0,13,0,0,0,0,0,0,0,0,40,0,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1200890","1850","Florida","120","Nassau","0890","Nassau",137,8370,28776,88930,19776,361,21,2165,246,6352,735,6825,0,0,29812,0,404305,0,279,1232,2523,15,22328,0,0,0,10179,80,299,0,0,0,0,0,0,0,0,0,44,0,4964,0
"G1200950","1850","Florida","120","Orange","0950","Orange",19,963,4083,60000,14095,49,21,565,97,2396,0,799,0,0,4865,0,100,3500,34,0,443,65,2915,0,0,0,2850,0,0,0,0,0,0,0,0,0,0,0,279,0,12690,0
"G1201070","1850","Florida","120","Putnam","1070","Putnam",20,693,2755,29900,5345,63,14,469,39,2062,0,1409,0,0,4610,0,0,500,32,0,890,0,4365,0,0,0,2879,0,0,0,0,0,0,0,0,0,0,0,74,0,7030,0
"G1201090","1850","Florida","120","St Johns","1090","St Johns",34,2486,12050,112060,62235,145,49,585,135,1917,65,717,0,0,14390,0,426,0,0,0,1356,689,6025,0,0,0,2995,0,56,0,0,0,0,0,0,0,0,0,290,0,6325,0
"G1201115","1850","Florida","120","St Lucie (old)","1115","St Lucie (old)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1201130","1850","Florida","120","Santa Rosa","1130","Santa Rosa",91,1815,37971,53170,10244,231,33,2635,519,5561,611,4901,0,0,10328,245,4676,0,11,75,303,1155,12790,0,55,0,2285,30,0,0,0,0,0,0,50,0,0,0,0,0,0,0
"G1201290","1850","Florida","120","Wakulla","1290","Wakulla",100,7018,5932,62370,8430,232,73,1064,100,2460,175,5016,6,0,40216,560,18686,10890,480,307,1491,356,14126,0,0,0,7641,10,4,0,0,0,0,0,0,0,0,0,20,0,3171,3860
"G1201310","1850","Florida","120","Walton","1310","Walton",161,4466,5485,42955,4627,269,33,3054,212,6007,1143,4796,0,0,28920,0,600,0,60,120,110,0,12375,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,8,0,2438,0
"G1201330","1850","Florida","120","Washington","1330","Washington",155,6378,7621,76558,7267,287,57,2045,166,4472,431,5972,0,0,54231,0,16820,3800,107,25,1161,30,16477,0,0,0,2245,0,0,0,0,0,0,0,0,0,0,0,6,0,2330,1807
"G1300010","1850","Georgia","130","Appling","0010","Appling",313,9957,343701,141860,10676,642,29,7483,112,10141,2328,20835,800,17,53794,2038,30800,240,63,3925,3750,48,35234,0,0,0,22549,1734,0,0,0,0,0,0,0,0,0,0,17,0,4505,4878
"G1300070","1850","Georgia","130","Baker","0070","Baker",444,56954,215043,1545007,62207,1179,917,6123,610,21748,3985,28365,862,161,284595,11762,15225,100,8820,9633,28151,864,80170,2780,0,0,45448,1520,5,0,0,0,0,0,0,0,0,0,669,0,10417,2578
"G1300090","1850","Georgia","130","Baldwin","0090","Baldwin",240,71449,157999,664586,30971,1150,635,2101,375,5680,4398,15049,7496,521,255910,20962,100,0,4483,7160,2459,668,47127,203,0,0,24484,0,1376,0,0,0,0,0,0,0,0,0,0,0,0,195
"G1300210","1850","Georgia","130","Bibb","0210","Bibb",308,44919,90321,913835,44637,810,671,1646,397,4761,2630,15470,3581,91,255275,30312,0,0,3394,4116,11002,2063,80240,57,12,0,34985,0,4,0,0,0,0,0,0,0,100,0,0,0,0,7930
"G1300290","1850","Georgia","130","Bryan","0290","Bryan",209,21577,148823,307426,19088,481,109,3455,252,6109,1721,7573,10,0,54927,1778,2409387,150,536,2773,9519,46,38117,0,0,0,13458,228,1000,0,0,0,0,0,0,0,0,0,4,0,2996,431
"G1300310","1850","Georgia","130","Bulloch","0310","Bulloch",412,26760,473233,348258,16707,1230,79,6021,107,10400,6844,18677,766,25,98612,2237,112475,0,594,12687,6805,100,60610,0,0,0,24278,120,7,0,0,0,0,0,0,0,0,0,30,0,1122,180
"G1300330","1850","Georgia","130","Burke","0330","Burke",712,190910,334028,2284581,132416,2891,1988,5054,612,9374,7778,40536,3471,889,643608,28260,36380,280,19175,18238,36075,1792,111232,0,0,0,49104,632,115,0,0,0,0,0,0,0,0,0,0,0,3105,10391
"G1300350","1850","Georgia","130","Butts","0350","Butts",391,50369,63505,671343,38797,1036,614,1365,450,2272,3064,15288,7216,78,224930,24690,1540,265,4110,4761,4457,1200,51339,52,2,0,31649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13301
"G1300390","1850","Georgia","130","Camden","0390","Camden",235,25222,181675,904004,28054,655,57,5624,525,10375,1649,8767,0,0,63478,126,6400940,0,858,2680,7677,597,52328,0,0,0,14191,535,276,0,0,0,0,0,0,0,0,0,45,0,7502,1645
"G1300395","1850","Georgia","130","Campbell","0395","Campbell",694,40118,104300,854604,52763,1397,457,2026,756,2573,3532,18544,11485,32,271500,27236,4975,2489,3040,6769,7730,1423,44434,6,0,0,47596,10,0,0,20,0,0,0,0,0,0,0,0,0,0,12968
"G1300450","1850","Georgia","130","Carroll","0450","Carroll",782,38522,178649,677435,46383,1879,323,3005,1217,6556,4812,25827,21071,75,316871,40803,430,7201,1243,9550,5811,5852,73943,0,0,0,95125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300455","1850","Georgia","130","Cass","0455","Cass",601,52575,15591,1513034,56412,1861,609,2452,1224,4482,5873,24149,29153,454,497769,55119,0,5735,2385,7165,6483,3662,66429,0,0,0,59834,300,7,0,0,0,0,0,0,0,0,0,0,0,0,4389
"G1300510","1850","Georgia","130","Chatham","0510","Chatham",132,31888,110403,2008250,209241,426,385,1876,158,3673,2807,3067,0,0,57427,4650,19453750,0,580,2799,9415,7125,33815,0,0,0,10158,0,1,0,0,0,0,0,0,0,0,0,0,0,246,0
"G1300550","1850","Georgia","130","Chattooga","0550","Chattooga",419,29325,78186,787401,38917,1446,344,1937,619,4026,4242,18789,15891,0,301180,36481,43,7360,1668,6963,7808,2962,52986,1,3,3,48080,6391,52,0,41,0,0,0,0,20,5,0,0,0,0,3769
"G1300570","1850","Georgia","130","Cherokee","0570","Cherokee",1000,50535,128501,930029,39202,1783,271,2511,1115,4834,8932,27273,32921,2217,444984,60008,142,27050,272,13489,3330,3855,78465,100,0,0,66021,147,0,0,0,0,0,0,0,0,0,0,0,0,0,13315
"G1300590","1850","Georgia","130","Clarke","0590","Clarke",400,91148,107105,1062876,61589,1658,404,2189,833,4542,4693,17074,14229,467,289575,65710,2475,1772,4572,7576,25172,4182,48942,210,6,73,91209,0,44,0,0,20,0,0,0,1,0,0,0,0,0,6550
"G1300650","1850","Georgia","130","Clinch","0650","Clinch",58,3118,42893,57360,3308,151,40,1748,11,3811,293,3409,11,0,17350,200,0,0,108,84,3446,0,5385,0,0,0,2165,0,0,0,0,0,0,0,0,0,0,0,10,0,0,300
"G1300670","1850","Georgia","130","Cobb","0670","Cobb",931,52697,155557,743237,56933,2189,480,2783,1273,5198,8015,26965,34936,100,318738,52790,29531,2176,2401,12793,8699,4587,54850,1005,9,50,86980,0,747,0,0,0,0,0,0,0,0,0,0,0,0,3891
"G1300730","1850","Georgia","130","Columbia","0730","Columbia",489,147684,152693,1487845,118387,1824,1352,4408,1280,7095,7632,29619,15326,0,434777,94641,0,0,11336,18710,25724,2378,78115,0,0,0,87899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1300770","1850","Georgia","130","Coweta","0770","Coweta",911,88088,160500,1848923,102425,2025,1238,3114,1017,4893,6265,29878,11402,92,516910,93104,6365,605,10369,11527,2407,825,94357,12,0,0,96675,145,0,0,0,0,0,0,0,0,0,0,0,0,0,21141
"G1300790","1850","Georgia","130","Crawford","0790","Crawford",444,72857,134073,1106103,75891,1254,902,2061,738,5495,5552,22822,12089,197,339426,35284,21020,157,7477,7578,6161,1259,93100,132,1,6,49064,0,0,0,0,13,0,0,0,0,4,0,0,0,1457,16554
"G1300830","1850","Georgia","130","Dade","0830","Dade",235,11245,36614,235070,11593,640,117,817,298,1381,1478,9036,2098,215,147849,17965,63,4773,15,2826,575,3276,12257,0,0,0,27237,645,2,0,42,36,0,0,70,2,0,0,0,0,0,4510
"G1300870","1850","Georgia","130","Decatur","0870","Decatur",441,45478,199971,738803,42321,1539,502,6495,829,17427,7377,25639,131,10,275497,8817,55303,157937,5308,14385,8784,847,105889,0,0,0,27841,610,0,0,0,0,0,0,0,0,35,0,65,0,30701,1445
"G1300890","1850","Georgia","130","DeKalb","0890","De Kalb",1019,67992,153739,1119181,65369,2377,519,2500,1173,4146,5468,24449,22118,106,432435,86047,1275,1930,2397,8820,3999,1174,73070,47,0,0,60779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10013
"G1300930","1850","Georgia","130","Dooly","0930","Dooly",663,59859,308583,443483,54833,1664,452,7372,825,19837,6621,28283,6018,65,289378,9301,10825,25,5962,16988,13611,150,94645,20,0,0,21371,730,0,0,0,0,0,0,100,400,1,0,8,0,12265,1318
"G1300990","1850","Georgia","130","Early","0990","Early",367,44742,135632,720943,38149,1088,508,4384,613,21171,5198,29252,2360,0,223037,28020,48790,0,4354,9995,13285,0,76377,0,0,0,18460,0,0,0,0,0,0,0,0,0,0,0,16,0,10158,9370
"G1301030","1850","Georgia","130","Effingham","1030","Effingham",308,21784,210972,310515,16656,763,142,4020,30,7072,6779,12660,391,23,87794,271,257901,0,15,15639,11046,332,37252,0,0,0,13478,0,21,0,0,2,0,0,0,0,0,0,22,0,3580,808
"G1301050","1850","Georgia","130","Elbert","1050","Elbert",804,84069,229375,1563526,93236,2666,619,3584,1298,5842,7452,25092,31070,1296,614966,65183,2509,3858,8565,12981,32589,5929,64777,36,5,0,122946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15128
"G1301070","1850","Georgia","130","Emanuel","1070","Emanuel",511,35092,502609,579979,20325,1453,62,8653,190,12508,8872,22635,2982,144,121874,2259,8824,746,559,25787,8425,249,49339,0,0,0,22780,5945,0,0,0,0,0,0,0,0,5,0,21,0,5564,925
"G1301130","1850","Georgia","130","Fayette","1130","Fayette",818,56104,156094,974977,62539,1874,517,2442,973,4685,5088,21941,13430,144,318113,34365,420,545,4253,7494,6726,2907,54456,0,0,0,51672,100,0,0,0,0,0,0,0,1,0,0,0,0,0,15353
"G1301150","1850","Georgia","130","Floyd","1150","Floyd",397,32358,96195,1084362,41600,1196,441,1834,624,2969,5165,19258,16179,69,254722,15370,53,450,1976,4429,3854,2764,36818,815,0,0,47324,0,41,0,0,0,0,0,0,0,0,0,0,0,0,317
"G1301170","1850","Georgia","130","Forsyth","1170","Forsyth",765,43140,107379,714638,44134,1668,212,2075,949,2559,6213,19848,23206,391,339954,72855,5135,59548,472,11196,8843,7365,78333,3,7,0,70539,280,1,0,0,0,0,0,0,0,14,0,0,0,0,10113
