GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,area_sq_km,population_total,population_nonwhite_free,population_nonwhite_free_female,population_nonwhite_free_male,population_nonwhite_slave,population_nonwhite_slave_female,population_nonwhite_slave_male,population_urban_over_2500,population_urban_over_25000,population_white_free,population_white_free_female,population_white_free_male,nativity_born_out_of_country,nativity_born_out_of_state,farms_land_improved,farms_land_unimproved,farms_total,farms_value_farms,farms_value_tools,livestock_horses,livestock_milk_cows,livestock_mules,livestock_other_cattle,livestock_oxen,livestock_pigs,livestock_sheep,crops_barley,crops_beeswax_honey,crops_buckwheat,crops_butter,crops_cane_molasses,crops_cane_sugar,crops_cheese,crops_clover_seed,crops_dew_hemp,crops_flax,crops_flaxseed,crops_ginned_cotton,crops_grass_seed,crops_hay,crops_hops,crops_indian_corn,crops_irish_potatoes,crops_maple_molasses,crops_maple_sugar,crops_oats,crops_peas_beans,crops_rice,crops_rye,crops_silk_cocoon,crops_sweet_potatoes,crops_tobacco,crops_water_hemp,crops_wheat,crops_wine,crops_wool,learning_academies_other,learning_colleges,learning_public_schools,learning_pupils_academies_other,learning_pupils_colleges,learning_pupils_public_schools,learning_teachers_academies_others,learning_teachers_college,learning_teachers_public_schools,students_foreign_born,students_free_colored,students_free_colored_female,students_free_colored_male,students_free_white,students_free_white_female,students_free_white_male,students_native,churches_baptist,churches_christian,churches_moravian,churches_congregational,churches_dutch_reformed,churches_episcopal,churches_free,churches_german_reformed,churches_jewish,churches_lutheran,churches_mennonite,churches_methodist,churches_minor_sects,churches_presbyterian,churches_protestant,churches_quakers,churches_roman_catholic,churches_swedenborgian,churches_tunker,churches_union,churches_unitarian,churches_universalist,births_free,births_slave,births_total,marriages_total,deaths_free,deaths_slave,sex_female,sex_male,age_00_to_01,age_01_to_04,age_05_to_09,age_10_to_14,age_15_to_19,age_20_to_29,age_30_to_39,age_40_to_49,age_50_to_59,age_60_to_69,age_70_to_79,age_80_to_89,age_90_to_99,age_over_100,age_unknown,sexage_female_00_to_01,sexage_female_01_to_04,sexage_female_05_to_09,sexage_female_10_to_14,sexage_female_15_to_19,sexage_female_20_to_29,sexage_female_30_to_39,sexage_female_40_to_49,sexage_female_50_to_59,sexage_female_60_to_69,sexage_female_70_to_79,sexage_female_80_to_89,sexage_female_90_to_99,sexage_female_over_100,sexage_female_unknown,sexage_male_00_to_01,sexage_male_01_to_04,sexage_male_05_to_09,sexage_male_10_to_14,sexage_male_15_to_19,sexage_male_20_to_29,sexage_male_30_to_39,sexage_male_40_to_49,sexage_male_50_to_59,sexage_male_60_to_69,sexage_male_70_to_79,sexage_male_80_to_89,sexage_male_90_to_99,sexage_male_over_100,sexage_male_unknown,dwellings_total,transport_rail,transport_water
G2300190,1850,Maine,230,Penobscot,190,Penobscot,8900.93095019676,63089,67,28,39,0,0,0,14432,0,63022,30160,32862,4498,4849,158611,250575,3983,3978338,222812,3438,10252,0,7096,5301,4581,27228,14457,13399,974,784155,0,0,116528,4139,0,342,26,0,188,51758,800,119584,221248,91,3182,310184,24680,0,6604,5,0,0,0,28819,5,105977,13,0,415,646,21107,25,502,0,0,495,1,0,1,19923,9444,10479,19429,17,1,NA,18,NA,2,3,NA,NA,NA,NA,15,0,0,NA,0,2,0,NA,3,1,10,NA,NA,1604,345,NA,NA,30188,32901,1604,7287,8591,7891,7087,11356,7896,5807,3019,1634,703,185,16,0,13,812,3550,4237,3900,3515,5280,3634,2617,1438,752,343,97,8,0,5,792,3737,4354,3991,3572,6076,4262,3190,1581,882,360,88,8,0,8,10374,1,1
G2300210,1850,Maine,230,Piscataquis,210,Piscataquis,11336.9779285128,14735,3,1,2,0,0,0,0,0,14732,6934,7798,321,1014,75191,126872,1779,1319405,81885,1530,4396,6,4256,2651,2254,17856,8599,8421,557,349576,0,0,70294,924,0,657,13,0,437,21746,762,48925,147034,396,4883,171220,11892,0,1358,0,0,0,0,14646,0,54334,3,0,103,303,4061,6,164,0,0,37,0,0,0,5541,2600,2941,5504,9,1,NA,3,NA,0,1,NA,NA,NA,NA,4,0,2,NA,0,0,0,NA,2,0,3,NA,NA,388,130,NA,NA,6935,7800,388,1642,1958,1976,1807,2402,1573,1365,901,453,210,55,4,1,0,193,770,954,961,845,1053,771,629,426,203,99,29,2,0,0,195,872,1004,1015,962,1349,802,736,475,250,111,26,2,1,0,2590,0,0
G2300250,1850,Maine,230,Somerset,250,Somerset,10606.7447420079,35581,14,6,8,0,0,0,0,0,35567,17096,18471,735,1956,163438,235754,3813,3765994,206355,4136,11145,2,14286,7731,3646,60024,13000,28945,1236,757624,0,0,215155,1120,0,2888,158,0,669,66183,0,183780,327556,399,8750,328630,24046,0,7145,5,0,0,0,56595,125,180307,16,0,367,522,12086,20,703,0,0,62,5,2,3,13393,6191,7202,13336,9,1,NA,9,NA,0,4,NA,NA,NA,NA,10,0,0,NA,2,0,0,NA,5,0,2,NA,NA,791,287,NA,NA,17102,18479,791,4069,4883,4650,4129,5487,4137,3090,2134,1337,640,208,21,2,3,395,2001,2379,2228,1954,2592,1979,1514,1007,643,297,99,11,2,1,396,2068,2504,2422,2175,2895,2158,1576,1127,694,343,109,10,0,2,5917,1,0
G2300270,1850,Maine,230,Waldo,270,Waldo,2305.70614004842,47230,39,16,23,0,0,0,5051,0,47191,23044,24147,704,2148,178264,193688,4415,4488326,203931,3445,11381,8,10295,7404,3802,44522,20205,22978,540,926791,0,0,121709,72,0,330,0,0,46,69552,960,130899,232340,61,2963,246738,22471,0,3291,0,0,0,0,38191,75,134920,6,0,383,214,19922,9,527,0,0,71,9,4,5,17263,8122,9141,17201,27,0,NA,8,NA,0,2,NA,NA,NA,NA,13,0,0,NA,3,0,0,NA,5,1,4,NA,NA,1158,381,NA,NA,23060,24170,1158,5242,6484,6278,5536,7586,5582,4111,2709,1528,746,237,23,2,8,574,2585,3185,3084,2776,3645,2718,1971,1303,745,333,121,13,1,6,584,2657,3299,3194,2760,3941,2864,2140,1406,783,413,116,10,1,2,7631,0,1
G2300290,1850,Maine,230,Washington,290,Washington,7138.61962061038,38811,128,56,72,0,0,0,4749,0,38683,18771,19912,7699,1282,63590,141367,1875,1749097,72817,1040,4718,1,2698,2929,1444,13642,12070,157,2153,401508,0,0,3310,0,0,55,0,0,0,20942,49,4579,144183,0,340,35710,4151,0,1067,0,0,0,0,1461,306,35252,11,0,237,466,12590,11,300,0,0,1011,35,15,20,12208,6019,6189,11232,16,1,NA,10,NA,0,0,NA,NA,NA,NA,13,0,0,NA,0,1,0,NA,8,2,1,NA,NA,1156,276,NA,NA,18827,19984,1156,4796,5490,5074,4482,6917,4389,3060,1942,958,406,125,14,1,1,585,2325,2732,2593,2307,3349,2038,1365,878,404,187,57,6,0,1,571,2471,2758,2481,2175,3568,2351,1695,1064,554,219,68,8,1,0,5835,0,1
G2300310,1850,Maine,230,York,310,York,2629.17214723443,60098,36,16,20,0,0,0,6095,0,60062,30905,29157,1248,4196,213000,223485,5004,8349868,237775,4185,15324,1,13002,10280,6897,30035,4278,1238,268,1058704,0,0,216856,1,0,471,5,0,52,78559,22,227046,511773,0,3101,62812,16516,0,7603,0,0,0,0,5696,155,75571,15,0,384,605,20099,21,428,0,0,179,1,1,0,17625,8395,9230,17447,63,4,NA,23,NA,1,1,NA,NA,NA,NA,29,0,3,NA,4,0,0,NA,2,2,2,NA,NA,1198,471,NA,NA,30921,29177,1198,5536,6887,7182,6936,10343,6947,5833,4299,2756,1508,507,59,1,106,578,2737,3432,3479,3673,5451,3565,3038,2260,1501,848,273,32,0,54,620,2799,3455,3703,3263,4892,3382,2795,2039,1255,660,234,27,1,52,10564,1,1
G2400010,1850,Maryland,240,Allegany,10,Allegany,2811.8240680487,22769,412,226,186,724,413,311,6073,0,21633,10088,11545,5095,3273,72577,144695,892,2519858,60368,2902,4207,9,6257,89,7877,12439,100,6451,19887,231038,0,0,880,7,0,1517,5,0,0,10896,0,101773,21920,1430,47740,163943,67,0,29187,0,0,0,0,73525,65,25244,1,0,109,105,2480,4,109,0,0,13,9,5,4,1657,780,877,1653,1,NA,NA,NA,NA,2,0,1,NA,4,NA,17,0,1,NA,0,5,NA,NA,NA,NA,NA,589,7,596,NA,149,1,10727,12042,596,3043,3328,2622,2182,4586,3014,1783,916,419,217,53,7,2,1,301,1505,1660,1303,1172,2045,1274,750,394,194,102,22,2,2,1,295,1538,1668,1319,1010,2541,1740,1033,522,225,115,31,5,0,0,3850,1,1
G2400030,1850,Maryland,240,Anne Arundel,30,Anne Arundel,1741.72122087207,32393,4602,2264,2338,11249,5310,5939,3011,0,16542,8228,8314,837,644,222228,126955,1295,6723374,212984,5793,5577,686,5389,3071,29989,14075,0,5379,4498,170620,0,0,57,668,0,635,32,0,158,5580,376,925448,51871,0,0,147263,1202,0,11439,0,257,4523340,0,360923,465,22685,5,1,52,167,1386,9,68,3,25,2,29,18,11,2473,1118,1355,2500,2,NA,NA,NA,NA,22,1,0,NA,0,NA,46,0,3,NA,3,5,NA,NA,NA,NA,NA,446,341,787,NA,358,138,15802,16591,787,3927,4658,4629,3511,5253,3723,2722,1670,934,414,119,31,12,3,383,1971,2263,2180,1728,2552,1897,1257,836,430,216,60,20,7,2,404,1956,2395,2449,1783,2701,1826,1465,834,504,198,59,11,5,1,3712,1,1
G2400050,1850,Maryland,240,Baltimore,50,Baltimore,1786.38158068595,210646,29075,16442,12633,6718,3854,2864,169054,169054,174853,86741,88112,39503,21969,173106,119551,1655,10242218,316013,5962,9024,418,3211,741,21677,9922,205,2555,12299,355700,0,0,10,573,0,0,0,0,200,21810,0,755224,141119,0,0,280288,825,0,15236,0,0,20,0,234187,56,19745,111,3,103,7244,9096,284,179,29,417,1459,1453,645,808,23519,11418,12101,23513,13,NA,NA,NA,NA,18,1,3,NA,10,NA,76,8,16,NA,5,12,NA,NA,NA,NA,NA,6248,117,6365,NA,4172,104,107037,103609,6365,23121,25049,23001,21601,44111,31255,18116,10041,5144,2094,601,122,22,3,3158,11656,12646,11837,11854,22019,14826,9019,5353,2940,1221,398,89,19,2,3207,11465,12403,11164,9747,22092,16429,9097,4688,2204,873,203,33,3,1,30065,1,1
G2400090,1850,Maryland,240,Calvert,90,Calvert,561.707022916707,9646,1530,798,732,4486,2248,2238,0,0,3630,1763,1867,19,22,65980,45611,434,1534050,34938,1773,1459,174,2266,1640,9350,5297,0,0,0,26787,0,0,0,0,0,0,0,0,0,112,0,351890,2658,0,0,23644,130,0,2492,0,1740,3109258,0,67489,0,14773,3,0,14,42,375,3,14,0,0,0,0,0,0,580,265,315,580,0,NA,NA,NA,NA,4,0,0,NA,0,NA,7,0,0,NA,0,0,NA,NA,NA,NA,NA,122,104,226,NA,58,33,4809,4837,226,1326,1540,1417,1013,1513,1080,693,446,250,102,33,6,1,0,101,691,752,693,521,737,554,344,201,142,52,17,3,1,0,125,635,788,724,492,776,526,349,245,108,50,16,3,0,0,1006,0,1
G2400110,1850,Maryland,240,Caroline,110,Caroline,834.770064900896,9692,2788,1410,1378,808,392,416,0,0,6096,3069,3027,10,435,117300,54801,730,1105295,32932,1881,1870,180,2863,1141,9218,3570,0,0,0,41864,0,0,0,0,0,45,0,0,0,50,0,355520,11386,0,0,17422,0,0,13708,0,6478,0,0,42879,0,9297,0,0,25,0,518,0,25,0,0,0,0,0,0,887,416,471,887,0,NA,NA,NA,NA,0,0,0,NA,0,NA,16,0,2,NA,2,1,NA,NA,NA,NA,NA,258,17,275,NA,70,6,4871,4821,275,1188,1475,1344,1094,1543,1155,802,444,229,95,37,7,4,0,137,587,751,637,560,787,586,415,218,119,48,17,6,3,0,138,601,724,707,534,756,569,387,226,110,47,20,1,1,0,1526,0,1
G2400130,1850,Maryland,240,Carroll,130,Carroll,1172.4686201141,20616,974,498,476,975,476,499,0,0,18667,9233,9434,765,1609,153519,65252,1387,5337282,203298,5027,6483,34,3044,58,19227,6557,0,1900,5765,444759,0,0,1150,2271,30,3696,394,0,450,20771,6,343008,48002,0,0,223179,176,0,27378,1,434,165332,0,265007,99,14711,30,1,0,990,0,47,0,5,30,43,6,3,3,2700,1175,1525,2663,2,NA,NA,NA,NA,3,0,1,NA,6,NA,17,5,3,NA,1,2,NA,NA,NA,NA,NA,472,12,484,NA,158,10,10207,10409,484,2555,2801,2604,2163,3409,2338,1774,1252,755,357,106,13,5,0,260,1251,1337,1260,1057,1720,1157,896,625,385,181,66,9,3,0,224,1304,1464,1344,1106,1689,1181,878,627,370,176,40,4,2,0,3476,1,1
G2400150,1850,Maryland,240,Cecil,150,Cecil,925.158376001662,18939,2623,1252,1371,844,430,414,0,0,15472,7521,7951,702,2990,115866,63821,1208,5224556,107184,3254,4184,80,4939,1522,9767,4705,6,1113,15673,279078,0,0,1225,2777,3,155,11,0,200,9288,39,410060,45812,0,0,208380,83,0,232,2,427,0,0,168112,0,17373,3,0,52,142,1371,4,53,0,0,8,21,13,8,2555,1163,1392,2568,0,NA,NA,NA,NA,3,0,0,NA,0,NA,26,0,5,NA,2,3,NA,NA,NA,NA,NA,470,23,493,NA,229,0,9203,9736,493,2309,2697,2393,1931,3187,2289,1625,1111,560,249,74,16,5,0,230,1123,1274,1150,962,1582,1109,779,535,264,142,40,11,2,0,263,1186,1423,1243,969,1605,1180,846,576,296,107,34,5,3,0,3056,1,1
G2400170,1850,Maryland,240,Charles,170,Charles,1195.80142293534,16162,913,458,455,9584,4575,5009,0,0,5665,2836,2829,21,92,126232,115120,709,2472279,57785,2698,2895,744,5899,2988,16815,10116,50,1243,13,43215,0,0,0,5,0,0,0,0,0,235,3,458348,11752,0,0,25684,868,0,4307,0,3631,2862300,0,149533,0,20928,2,0,29,50,784,5,29,0,0,0,0,0,0,825,381,444,825,2,NA,NA,NA,NA,7,0,0,NA,0,NA,7,0,0,NA,0,7,NA,NA,NA,NA,NA,176,282,458,NA,102,191,7869,8293,458,2152,2406,2296,1753,2548,1747,1195,790,524,190,66,19,18,0,197,1011,1159,1083,884,1254,885,598,355,266,115,38,12,12,0,261,1141,1247,1213,869,1294,862,597,435,258,75,28,7,6,0,1335,0,1
G2400190,1850,Maryland,240,Dorchester,190,Dorchester,1494.5071392353,18877,3848,1997,1851,4282,2105,2177,0,0,10747,5314,5433,19,221,112521,113650,1049,2708681,58758,2352,2758,100,7173,3015,16442,7498,0,81,46,84816,0,0,0,1,0,2110,88,0,37,40,10,597252,22176,0,0,8496,766,0,2300,0,16085,125,0,137470,0,20113,10,0,33,180,758,9,33,0,0,0,0,0,0,1631,760,871,1631,1,NA,NA,NA,NA,2,0,0,NA,0,NA,21,0,0,NA,1,1,NA,NA,NA,NA,NA,405,132,537,NA,133,54,9416,9461,537,2180,2747,2561,2140,3097,2194,1523,1024,588,215,57,9,3,2,268,1092,1353,1266,1091,1509,1115,763,506,307,113,28,4,1,0,269,1088,1394,1295,1049,1588,1079,760,518,281,102,29,5,2,2,2705,0,1
G2400210,1850,Maryland,240,Frederick,210,Frederick,1728.3255162116,40987,3760,1936,1824,3913,1930,1983,6028,0,33314,16785,16529,1370,2174,252129,94379,1983,10605814,299921,8949,9519,59,7919,1050,38606,12483,40,4315,1169,723064,0,0,500,2931,0,2673,125,0,545,23838,609,782603,53004,0,0,180922,573,0,49878,2,929,175394,0,731684,198,32232,17,3,93,736,5182,69,94,36,340,87,46,26,20,6583,3029,3554,6542,3,NA,NA,NA,NA,4,0,11,NA,7,NA,33,10,3,NA,1,7,NA,NA,NA,NA,NA,1055,95,1150,NA,514,67,20651,20336,1150,4812,5634,5438,4495,6911,4621,3440,2326,1361,596,154,43,4,2,553,2363,2792,2690,2240,3542,2423,1755,1181,666,321,90,31,3,1,597,2449,2842,2748,2255,3369,2198,1685,1145,695,275,64,12,1,1,6397,1,1
G2400250,1850,Maryland,240,Harford,250,Harford,1153.20636553175,19356,2777,1350,1427,2166,1106,1060,0,0,14413,7029,7384,991,1243,123094,86509,1278,4177047,156114,3662,5003,224,4113,1515,14342,8424,76,4286,34180,236825,0,0,0,2547,0,262,15,0,170,12837,20,516537,56470,0,0,220012,118,0,2010,0,45,0,0,186421,56,21072,5,0,30,135,657,5,30,0,0,20,0,0,0,2213,1049,1164,2193,3,NA,NA,NA,NA,3,1,0,NA,0,NA,21,0,3,NA,5,2,NA,NA,NA,NA,NA,419,50,469,NA,230,16,9485,9871,469,2228,2600,2496,2074,3198,2392,1739,1073,679,297,88,18,5,0,233,1089,1283,1203,963,1582,1173,876,517,353,144,52,14,3,0,236,1139,1317,1293,1111,1616,1219,863,556,326,153,36,4,2,0,2977,1,1
G2400290,1850,Maryland,240,Kent,290,Kent,731.211898659283,11386,3143,1571,1572,2627,1215,1412,0,0,5616,2686,2930,85,667,125310,41103,667,3047309,92702,2985,3083,206,3373,899,11756,6826,0,1495,695,46122,0,0,0,332,5,6,0,0,0,856,25,556731,44653,0,0,136206,620,0,200,0,1820,0,0,194860,0,21312,4,1,29,160,700,6,29,3,40,6,0,0,0,1042,473,569,1036,0,NA,NA,NA,NA,6,0,0,NA,0,NA,26,0,2,NA,3,0,NA,NA,NA,NA,NA,227,85,312,NA,109,18,5472,5914,312,1407,1594,1517,1361,1789,1410,983,604,266,88,43,7,5,0,142,715,785,685,649,850,726,459,280,108,46,21,3,3,0,170,692,809,832,712,939,684,524,324,158,42,22,4,2,0,1584,0,1
G2400310,1850,Maryland,240,Montgomery,310,Montgomery,1310.88608116789,15860,1311,679,632,5114,2482,2632,0,0,9435,4677,4758,273,715,162815,111122,1051,3084361,134179,4118,4519,93,3523,724,16332,9780,56,4334,6083,245297,0,0,0,1036,0,5510,701,0,49,8588,170,396947,49399,0,0,168240,589,0,5157,21,121,426995,0,164108,75,28961,5,0,36,99,811,7,37,0,0,2,7,3,4,1266,549,717,1271,4,NA,NA,NA,NA,4,2,0,NA,0,NA,18,0,4,NA,1,4,NA,NA,NA,NA,NA,319,159,478,NA,170,117,7838,8022,478,1973,2247,2048,1698,2462,1779,1300,874,598,305,84,10,4,0,249,944,1111,971,860,1179,887,666,448,313,155,47,5,3,0,229,1029,1136,1077,838,1283,892,634,426,285,150,37,5,1,0,1923,1,1
G2400330,1850,Maryland,240,Prince Georges,330,Prince Georges,1265.77937533065,21549,1138,584,554,11510,5581,5929,0,0,8901,4444,4457,265,427,191553,92178,885,5565751,125656,4245,3893,567,4136,3072,20193,11650,43,250,1646,100947,0,0,153,50,0,0,0,0,20,5557,25,693020,47458,0,0,67286,1004,0,18491,0,4045,8380851,0,231687,10,43409,5,0,31,149,815,7,31,0,0,23,6,2,4,1343,637,706,1326,0,NA,NA,NA,NA,12,0,0,NA,0,NA,14,0,1,NA,0,4,NA,NA,NA,NA,NA,252,323,575,NA,169,280,10609,10940,575,2685,3174,2901,2322,3537,2291,1730,1190,685,332,95,22,10,0,296,1343,1523,1365,1230,1736,1128,850,569,344,161,48,12,4,0,279,1342,1651,1536,1092,1801,1163,880,621,341,171,47,10,6,0,1875,1,1
G2400350,1850,Maryland,240,Queen Anne's,350,Queen Anne's,968.141116630012,14484,3278,1681,1597,4270,2040,2230,0,0,6936,3357,3579,47,261,156926,48603,936,2815713,81545,3455,3333,593,4376,1478,11619,8168,77,4765,646,97183,0,0,0,3,0,610,61,0,18,652,134,697159,20959,0,0,59885,540,0,9614,11,3782,0,0,173003,20,28730,0,0,30,0,729,0,31,0,0,0,0,0,0,1045,456,589,1045,0,NA,NA,NA,NA,5,0,0,NA,0,NA,16,0,1,NA,0,1,NA,NA,NA,NA,NA,311,123,434,NA,238,86,7078,7406,434,1913,2173,1972,1556,2283,1803,1119,665,373,137,35,16,5,0,215,923,1092,904,777,1110,880,534,328,201,78,21,11,4,0,219,990,1081,1068,779,1173,923,585,337,172,59,14,5,1,0,1864,0,1
G2400370,1850,Maryland,240,St Mary's,370,St Mary's,946.423223345069,13698,1633,827,806,5842,2849,2993,0,0,6223,3123,3100,42,127,100216,107652,813,2282336,70125,2715,2657,186,4664,2652,14690,7399,0,3994,79,71950,0,0,0,0,0,1849,76,0,0,441,255,378461,19447,0,0,33590,450,0,486,0,7390,1763882,0,156369,39,19774,7,1,24,115,494,11,24,3,55,0,0,0,0,1782,861,921,1782,0,NA,NA,NA,NA,6,0,0,NA,0,NA,7,0,0,NA,0,8,NA,NA,NA,NA,NA,212,167,379,NA,162,108,6799,6899,379,1617,2043,1981,1566,2213,1400,1152,695,412,159,54,22,5,0,186,799,990,996,755,1081,735,554,364,217,73,29,16,4,0,193,818,1053,985,811,1132,665,598,331,195,86,25,6,1,0,1512,0,1
G2400390,1850,Maryland,240,Somerset,390,Somerset,1421.19362715366,22456,3483,1742,1741,5588,2658,2930,0,0,13385,6730,6655,11,434,127626,146434,1485,3140325,65368,2367,3995,338,6646,4074,25204,10477,0,16533,0,99473,0,0,0,0,25,790,38,0,0,7082,0,718073,25439,0,0,71776,2380,0,340,0,119994,0,0,58248,0,28928,2,0,55,65,1026,3,55,0,0,0,0,0,0,904,389,515,904,6,NA,NA,NA,NA,12,0,0,NA,0,NA,35,0,4,NA,0,0,NA,NA,NA,NA,NA,467,140,607,NA,385,141,11130,11326,607,2827,3193,2904,2448,3854,2532,1739,1176,725,300,117,30,4,0,296,1415,1559,1390,1252,1889,1274,861,581,372,154,67,17,3,0,311,1412,1634,1514,1196,1965,1258,878,595,353,146,50,13,1,0,3158,0,1
G2400410,1850,Maryland,240,Talbot,410,Talbot,699.342962577087,13811,2593,1314,1279,4134,1990,2144,0,0,7084,3507,3577,73,245,114109,55312,793,3750845,107101,2931,3202,586,4794,1567,15551,7869,10,6448,717,97585,0,0,0,28,0,140,1,0,35,663,169,621980,33551,0,0,15268,835,0,561,0,15366,0,0,272963,343,27416,2,0,30,78,985,5,32,0,0,1,0,0,0,1114,512,602,1113,1,NA,NA,NA,NA,5,0,0,NA,0,NA,19,0,0,NA,2,1,NA,NA,NA,NA,NA,309,136,445,NA,173,67,6811,7000,445,1672,1875,1810,1513,2253,1770,1164,674,411,152,50,17,5,0,235,844,935,823,776,1076,892,558,343,206,77,27,14,5,0,210,828,940,987,737,1177,878,606,331,205,75,23,3,0,0,1751,0,1
G2400430,1850,Maryland,240,Washington,430,Washington,1210.47465326138,30848,1828,974,854,2090,1123,967,3879,0,26930,13462,13468,1074,3207,159851,60878,1292,8419596,182346,6166,5835,4,7224,12,24345,9736,82,244,239,341798,0,0,0,1988,0,0,3,0,679,14860,29,368056,22460,0,0,102869,0,0,32940,0,48,0,0,809093,5,35601,6,1,83,122,3522,6,83,12,85,13,34,15,19,4258,1887,2371,4279,2,NA,NA,NA,NA,7,1,6,NA,13,NA,16,14,2,NA,0,2,NA,NA,NA,NA,NA,881,62,943,NA,338,21,15559,15289,943,3866,4285,4053,3351,5115,3518,2616,1643,925,402,100,19,5,7,490,1945,2240,1979,1692,2586,1799,1287,813,449,209,54,10,3,3,453,1921,2045,2074,1659,2529,1719,1329,830,476,193,46,9,2,4,5052,1,1
G2400470,1850,Maryland,240,Worcester,470,Worcester,1652.4640207761,18859,3014,1528,1486,3444,1647,1797,0,0,12401,6163,6238,7,957,124947,142819,1318,2421855,64126,2449,3360,363,6786,2827,19911,10911,0,9416,36,68039,0,0,0,0,0,15688,896,0,0,13800,0,721768,35403,0,0,87798,1590,0,58,2,26401,0,0,17119,0,25134,5,0,49,200,1565,7,49,0,0,0,5,0,5,2070,915,1155,2075,5,NA,NA,NA,NA,8,0,0,NA,0,NA,41,0,6,NA,0,0,NA,NA,NA,NA,NA,398,71,469,NA,192,54,9338,9521,469,2361,2750,2389,1976,3263,2220,1478,967,617,258,91,13,7,0,233,1203,1354,1175,919,1596,1138,749,457,321,138,42,9,4,0,236,1158,1396,1214,1057,1667,1082,729,510,296,120,49,4,3,0,2884,0,1
G2500010,1850,Massachusetts,250,Barnstable,10,Barnstable,1082.43360082803,35276,123,58,65,0,0,0,8058,0,35153,17350,17803,953,496,27786,40556,789,1216157,62671,933,1691,1,1776,369,1283,1566,2714,0,63,108128,0,0,4955,0,0,0,0,0,24,9142,0,52639,34756,0,0,6921,2529,0,15640,0,0,0,0,546,51,4124,34,0,172,1082,7682,45,189,0,0,58,27,15,12,10049,4829,5220,10018,8,0,NA,13,NA,0,1,NA,0,0,NA,27,0,7,NA,3,0,0,NA,1,4,9,NA,NA,628,327,NA,NA,17408,17868,628,3394,4050,4150,3861,6061,4541,3460,2212,1507,812,268,30,0,302,294,1694,1997,1997,1954,3008,2213,1691,1143,801,432,161,21,0,2,334,1700,2053,2153,1907,3053,2328,1769,1069,706,380,107,9,0,300,6532,1,1
G2500030,1850,Massachusetts,250,Berkshire,30,Berkshire,2450.91615428928,49591,1333,662,671,0,0,0,12044,0,48258,24300,23958,5819,10583,272489,174956,2897,9281688,296238,5296,16269,14,12338,4001,7587,79333,12746,17761,43347,1060807,0,0,2575145,31,0,520,53,0,455,92460,1121,240899,369642,958,316288,323678,4127,0,62977,0,0,0,0,7802,0,256289,22,1,208,721,7523,56,244,9,160,372,218,105,113,10513,5057,5456,10359,19,0,NA,31,NA,8,1,NA,0,0,NA,20,2,0,NA,1,2,0,NA,2,0,2,NA,NA,1078,414,NA,NA,24962,24629,1078,4919,5578,5155,5417,9440,6594,4759,3228,1994,995,353,49,2,30,530,2461,2742,2614,2921,4772,3163,2384,1614,1022,512,184,35,1,7,548,2458,2836,2541,2496,4668,3431,2375,1614,972,483,169,14,1,23,8638,1,0
G2500050,1850,Massachusetts,250,Bristol,50,Bristol,1500.06375969458,76192,1533,832,701,0,0,0,42608,0,74659,38018,36641,10401,9278,105522,98140,2547,6912205,189377,2545,7178,1,2773,3139,6451,5717,4130,3722,313,311794,0,0,108518,332,0,0,0,0,1740,28552,0,164064,250488,0,0,52302,2492,0,21203,0,0,0,0,189,15,14390,36,0,287,1118,13378,21,358,0,0,750,248,133,115,16818,8251,8567,16316,25,23,NA,28,NA,4,0,NA,0,0,NA,25,1,1,NA,18,2,0,NA,1,8,4,NA,NA,1835,840,NA,NA,38850,37342,1835,7578,8432,8152,7722,13900,10662,7777,4948,3049,1504,500,55,2,76,877,3755,4266,3978,4089,7216,5311,3841,2625,1671,853,303,38,1,26,958,3823,4166,4174,3633,6684,5351,3936,2323,1378,651,197,17,1,50,12134,1,1
G2500070,1850,Massachusetts,250,Dukes,70,Dukes,286.753268157027,4540,53,31,22,0,0,0,0,0,4487,2181,2306,89,302,21926,11794,265,673350,13270,231,599,2,889,251,750,9643,774,0,0,23247,0,0,4430,0,0,0,0,0,0,2015,0,12395,9899,0,0,3535,35,0,2073,0,0,0,0,45,0,22430,0,0,23,0,897,0,29,0,0,4,2,1,1,1104,546,558,1102,4,0,NA,4,NA,0,1,NA,0,0,NA,6,0,0,NA,0,0,0,NA,0,0,0,NA,NA,101,37,NA,NA,2212,2328,101,356,484,448,441,800,646,488,343,220,161,39,6,0,7,41,175,230,223,224,357,306,254,168,120,94,12,4,0,4,60,181,254,225,217,443,340,234,175,100,67,27,2,0,3,771,0,1
G2500090,1850,Massachusetts,250,Essex,90,Essex,1339.87832308523,131300,618,332,286,0,0,0,95909,0,130682,66820,63862,16684,18440,145921,54204,2708,9274438,308554,2768,10257,0,3115,4451,6761,2103,12222,2114,463,560789,0,0,156557,5,0,0,0,0,263,57968,63,158264,339423,0,0,40495,5212,0,18766,0,0,0,0,1435,251,5956,81,1,402,2544,25158,106,482,5,90,1229,104,47,57,29582,14761,14821,28457,29,2,NA,60,NA,7,3,NA,0,0,NA,24,2,2,NA,5,5,0,NA,0,16,24,NA,NA,2853,1560,NA,NA,67152,64148,2853,11532,13437,13195,14181,27757,18531,12938,8169,5062,2709,857,73,1,5,1392,5680,6673,6549,7636,14012,9163,6537,4393,2906,1609,545,54,1,2,1461,5852,6764,6646,6545,13745,9368,6401,3776,2156,1100,312,19,0,3,18878,1,1
